SSS JG,90th,75th,50th,25th,10th,AB+,AB+-25%,AB++25%,Job Grade(SSS Guide Chart),Fullname,Compa Range,Mid (yearly),Min (yearly),Max (yearly)
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$515352,386514,644190,7,Kaine Izak,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$516108,387081,645135,7,Renaud Gigg,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$516360,387270,645450,7,Leandra Keepin,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$516864,387648,646080,7,Ev Bravington,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$517896,388422,647370,7,Jilli Allsupp,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$518532,388899,648165,7,Veronica Farlham,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$519108,389331,648885,7,Janot Cicchillo,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$520296,390222,650370,7,Bertie Suthren,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$521256,390942,651570,7,Lynnelle Peizer,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$521844,391383,652305,7,Normy De la Harpe,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$522936,392202,653670,7,Faydra Losbie,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$523056,392292,653820,7,Stephenie Cronkshaw,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$523728,392796,654660,7,Lilith Cargen,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$525036,393777,656295,7,Ranna Crosbie,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$526248,394686,657810,7,Umberto Wallentin,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$527268,395451,659085,7,Norman Longmuir,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$527532,395649,659415,7,Shadow O'Curneen,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$527976,395982,659970,7,Giffy Rofe,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$528684,396513,660855,7,Ignacius Dockrill,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$528912,396684,661140,7,Byrle Fright,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$528984,396738,661230,7,Debera Extence,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$528984,396738,661230,7,Justinian Ladell,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$529620,397215,662025,7,Lynnette Portinari,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$529752,397314,662190,7,Trudey Doulton,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$531072,398304,663840,7,Holmes Disdel,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$532656,399492,665820,7,Rita Chrismas,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$534792,401094,668490,7,Alexander Winstone,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$535584,401688,669480,7,Haydon Bastable,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$535608,401706,669510,7,Caryl Roycroft,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$535752,401814,669690,7,Basil Gother,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$535752,401814,669690,7,Dniren Muddiman,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$537240,402930,671550,7,Annabell Pasticznyk,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$537384,403038,671730,7,Ilyssa Jacks,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$539280,404460,674100,7,Phyllis Wiles,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$540288,405216,675360,7,Anabal Parkhouse,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$540552,405414,675690,7,Adelheid Battersby,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$541020,405765,676275,7,Mortimer Planks,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$542640,406980,678300,7,Cassaundra Kenyam,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$543312,407484,679140,7,Fabiano Edkins,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$543432,407574,679290,7,Jena Danzig,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$544920,408690,681150,7,Dew Jinkinson,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$545256,408942,681570,7,Edith Middis,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$546216,409662,682770,7,Matti Liversley,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$550200,412650,687750,7,Violet Pearsall,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$550560,412920,688200,7,Raddie Ballance,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$551124,413343,688905,7,Hasheem Mance,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$551304,413478,689130,7,Robert Muffitt,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$551868,413901,689835,7,Avery Larimer,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$551940,413955,689925,7,Chiquita Le Marchant,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$553344,415008,691680,7,Micky Beville,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$553812,415359,692265,7,Maren Tizard,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$555396,416547,694245,7,Kendricks Tribe,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$555420,416565,694275,7,Winthrop McCahill,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$555756,416817,694695,7,Carline Mort,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$556344,417258,695430,7,Robb McGeechan,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$556392,417294,695490,7,Josi Ogilvy,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$556656,417492,695820,7,Joan Camings,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$557424,418068,696780,7,Jess Hoyte,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$557580,418185,696975,7,Gaspar O' Concannon,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$558168,418626,697710,7,Jaclin Chadburn,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$558252,418689,697815,7,Merill Agg,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$558552,418914,698190,7,Fifi Stabler,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$560208,420156,700260,7,Doralynne Giacoboni,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$560880,420660,701100,7,Asher Esson,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$561000,420750,701250,7,Duke Whittenbury,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$561276,420957,701595,7,Aleksandr Casetti,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$561708,421281,702135,7,Sosanna Armstrong,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$561756,421317,702195,7,Clementia Beswick,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$561756,421317,702195,7,Lilla Ledamun,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$562200,421650,702750,7,Martyn Rathke,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$564552,423414,705690,7,Cyrill Cowle,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$565776,424332,707220,7,Britt Ritchley,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$566196,424647,707745,7,Donetta Duberry,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$567528,425646,709410,7,Daffy Borlease,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$567912,425934,709890,7,Roderic Daddow,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$568056,426042,710070,7,Seline Ganny,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$569532,427149,711915,7,Tobit Lowry,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$571776,428832,714720,7,Hort Rawstron,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$572112,429084,715140,7,Erastus Pennings,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$577500,433125,721875,7,Clotilda Lacrouts,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$577764,433323,722205,7,Jessa Glasscoo,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$579852,434889,724815,7,Tobye Dietmar,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$580524,435393,725655,7,Darbee Larmor,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$580740,435555,725925,7,Edna Alison,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$581184,435888,726480,7,Adara Sleeford,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$581304,435978,726630,7,Cher Molian,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$582840,437130,728550,7,Lindie Oliver-Paull,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$584376,438282,730470,7,Cindy Mordanti,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$584592,438444,730740,7,Lorna Kuzma,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$584880,438660,731100,7,Conn Mouser,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$585564,439173,731955,7,Idette Connett,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$587004,440253,733755,7,Kristal le Keux,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$587064,440298,733830,7,Eve Takkos,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$587160,440370,733950,7,Darlene Mansbridge,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$587928,440946,734910,7,Thebault Bitterton,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$588072,441054,735090,7,Yelena Paskerful,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$589200,441900,736500,7,Gussi Rodrig,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$589572,442179,736965,7,Lian Ouslem,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$592116,444087,740145,7,Emmit Le Provost,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$592488,444366,740610,7,Dot Aherne,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$592488,444366,740610,7,Federica Killiner,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$593364,445023,741705,7,Clive Sherwen,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$594192,445644,742740,7,Nancie Storck,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$594516,445887,743145,7,Devan Ellice,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$594600,445950,743250,7,Ray Holbie,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$595272,446454,744090,7,Stace Savege,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$598584,448938,748230,7,Kore Munn,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$600552,450414,750690,7,Myrtie Corbie,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$602100,451575,752625,7,Prudence Cockrell,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$604224,453168,755280,7,Faun Gosson,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$604632,453474,755790,7,Gerri Fullerlove,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$606156,454617,757695,7,Faythe Ephson,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$606708,455031,758385,7,Eugene Benstead,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$606840,455130,758550,7,Ripley Woodvine,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$607368,455526,759210,7,Cletus Heintsch,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$607920,455940,759900,7,Lonnard Wrathmell,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$611352,458514,764190,7,Edgardo McGeouch,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$611388,458541,764235,7,Alister Gianullo,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$612600,459450,765750,7,Erin Pickavance,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$613584,460188,766980,7,Pammy Glenny,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$617448,463086,771810,7,Rakel Ruston,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$620184,465138,775230,7,Davin Nutley,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$622872,467154,778590,7,Gerardo Geggus,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$624468,468351,780585,7,Molly Lawdham,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$626376,469782,782970,7,Antonino Gillcrist,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$626520,469890,783150,7,Jerrie Carlos,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$627000,470250,783750,7,Lucille Balser,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$627768,470826,784710,7,Geoff Veschambre,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$627816,470862,784770,7,Joaquin Bockmann,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$628680,471510,785850,7,Berkly Bellson,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$630336,472752,787920,7,Leigh Parker,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$630972,473229,788715,7,Fawn Pyke,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$634200,475650,792750,7,Anna-maria Diegan,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
7,฿2628857.8444,฿1924656.3477,฿1431912.8025,฿1060643.2887,฿909433.6096,$689568,517176,861960,7,Ruthy Pena,Below 75%,฿1177052.268,฿882789.201,฿1471315.335
8,฿2915592.3004,฿2314458.0076,฿1629425.2766,฿1229482.8184,฿1007528.1633,$244644,183483,305805,8,Trip Bennell,Below 75%,฿1320094.5202,฿990070.8898,฿1650118.1499
8,฿2915592.3004,฿2314458.0076,฿1629425.2766,฿1229482.8184,฿1007528.1633,$247800,185850,309750,8,Artemus Boyet,Below 75%,฿1320094.5202,฿990070.8898,฿1650118.1499
8,฿2915592.3004,฿2314458.0076,฿1629425.2766,฿1229482.8184,฿1007528.1633,$265464,199098,331830,8,Kinna Gaythor,Below 75%,฿1320094.5202,฿990070.8898,฿1650118.1499
8,฿2915592.3004,฿2314458.0076,฿1629425.2766,฿1229482.8184,฿1007528.1633,$285528,214146,356910,8,Orella Chappelle,Below 75%,฿1320094.5202,฿990070.8898,฿1650118.1499
8,฿2915592.3004,฿2314458.0076,฿1629425.2766,฿1229482.8184,฿1007528.1633,$289140,216855,361425,8,Mireielle Gabbitis,Below 75%,฿1320094.5202,฿990070.8898,฿1650118.1499
8,฿2915592.3004,฿2314458.0076,฿1629425.2766,฿1229482.8184,฿1007528.1633,$301224,225918,376530,8,Minette Florey,Below 75%,฿1320094.5202,฿990070.8898,฿1650118.1499
8,฿2915592.3004,฿2314458.0076,฿1629425.2766,฿1229482.8184,฿1007528.1633,$321384,241038,401730,8,Lonnie Braxton,Below 75%,฿1320094.5202,฿990070.8898,฿1650118.1499
8,฿2915592.3004,฿2314458.0076,฿1629425.2766,฿1229482.8184,฿1007528.1633,$345036,258777,431295,8,Nicoline Pote,Below 75%,฿1320094.5202,฿990070.8898,฿1650118.1499
8,฿2915592.3004,฿2314458.0076,฿1629425.2766,฿1229482.8184,฿1007528.1633,$345480,259110,431850,8,Dyan Boud,Below 75%,฿1320094.5202,฿990070.8898,฿1650118.1499
